code,name,market_cap,is_tech,latest_close,latest_ma20,days_above_ma20,max_distance_above_ma20_pct,min_distance_above_ma20_pct,avg_distance_above_ma20_pct,latest_distance_above_ma20_pct,ma20_strength_score,last_breach_date,latest_date,rsi,volume_price_corr,volume_change_22d,volatility_20d,volume_price_score,rsi_score,volatility_score,composite_score,trend_score,trend_normalized,trend_phase,daily_trend_score,weekly_trend_score,monthly_trend_score
603698,航天工程,236.32,True,44.09,37.61,16,30.83,-13.56,7.35,17.24,0.6883,2026-06-17,2026-07-10,66.21,0.7313,1.3662,0.8153,0.8388,0.7509,0.0,0.696,0.6727,0.8363,多周期共振看多 ⬆⬆⬆,0.584,0.4153,0.5625
603690,至纯科技,127.6,True,33.32,32.34,19,25.15,-3.58,9.65,3.04,0.6196,2026-06-15,2026-07-10,58.58,0.7689,1.5028,0.6548,0.8614,0.9204,0.0,0.69,0.5503,0.7752,多周期共振看多 ⬆⬆⬆,0.493,0.4494,0.3375
603019,中科曙光,1572.78,True,107.5,94.05,16,22.15,-8.68,5.08,14.3,0.6316,2026-06-17,2026-07-10,66.45,0.9329,4.2199,0.6894,0.9597,0.7456,0.0,0.6887,0.5635,0.7817,多周期共振看多 ⬆⬆⬆,0.6065,0.3812,0.3375
000725,京东方Ａ,2684.37,True,7.59,7.42,22,32.26,1.75,15.16,2.35,0.6588,2026-05-15,2026-07-10,56.42,0.7562,-0.0496,0.8598,0.6339,0.9684,0.0,0.6857,0.7278,0.8639,多周期共振看多 ⬆⬆⬆,0.5335,0.5798,0.5625
003004,声迅股份,57.06,True,83.01,73.37,22,22.71,2.03,11.14,13.14,0.85,2026-04-10,2026-07-10,62.89,0.3062,-0.1451,0.7127,0.3257,0.8246,0.0,0.6856,0.9343,0.9671,多周期共振看多 ⬆⬆⬆,0.875,0.7408,0.5625
603650,彤程新材,508.48,True,82.75,79.77,22,46.5,3.74,20.19,3.74,0.6935,2026-06-09,2026-07-10,59.73,0.3646,0.9616,0.9851,0.6187,0.8949,0.0,0.6844,0.7469,0.8735,多周期共振看多 ⬆⬆⬆,0.538,0.6179,0.5625
600206,有研新材,507.93,True,60.0,51.94,22,68.64,9.09,31.38,15.51,0.85,2026-06-09,2026-07-10,63.6,-0.0086,1.7645,1.0452,0.4,0.8088,0.0,0.6839,0.8208,0.9104,多周期共振看多 ⬆⬆⬆,0.6165,0.7131,0.5625
603211,晋拓股份,102.96,True,37.88,34.68,21,23.16,-0.02,9.98,9.21,0.8139,2026-07-09,2026-07-10,51.81,0.1291,0.1529,1.0295,0.3386,0.9291,0.0,0.6837,0.8593,0.9296,多周期共振看多 ⬆⬆⬆,0.672,0.75,0.5625
002317,众生药业,224.98,True,29.54,24.66,15,22.74,-7.96,6.09,19.8,0.6409,2026-06-22,2026-07-10,72.48,0.77,2.689,0.8427,0.862,0.6114,0.0,0.6825,0.8087,0.9043,多周期共振看多 ⬆⬆⬆,0.7288,0.5902,0.5625
002409,雅克科技,659.88,True,207.17,181.57,22,54.21,7.26,25.33,14.1,0.85,2026-06-09,2026-07-10,62.97,-0.0681,1.1682,0.9702,0.4,0.823,0.0,0.6799,0.7719,0.886,多周期共振看多 ⬆⬆⬆,0.547,0.6652,0.5625
002077,大港股份,111.25,True,19.17,18.3,16,10.86,-8.46,3.72,4.74,0.4661,2026-07-03,2026-07-10,57.61,0.7903,1.7959,0.5488,0.8742,0.9419,0.0853,0.6794,0.719,0.8595,多周期共振看多 ⬆⬆⬆,0.4773,0.6087,0.5625
000551,创元科技,90.37,True,18.65,17.81,15,28.07,-7.11,7.96,4.7,0.5551,2026-06-22,2026-07-10,64.5,0.8221,2.0342,0.7625,0.8933,0.7889,0.0,0.6776,0.7124,0.8562,多周期共振看多 ⬆⬆⬆,0.4052,0.656,0.5625
603800,洪田股份,175.51,True,84.38,80.21,20,20.25,-1.78,7.82,5.2,0.6438,2026-07-08,2026-07-10,57.65,0.2869,0.552,0.9403,0.5721,0.941,0.0,0.6771,0.8274,0.9137,多周期共振看多 ⬆⬆⬆,0.6765,0.6762,0.5625
603259,药明康德,3049.55,True,123.3,114.22,18,22.27,-2.65,8.39,7.95,0.6948,2026-06-17,2026-07-10,67.87,0.7667,-0.1715,0.5189,0.5914,0.7139,0.1352,0.6729,0.8047,0.9023,多周期共振看多 ⬆⬆⬆,0.6094,0.6837,0.5625
001256,炜冈科技,29.63,True,27.71,26.83,19,21.06,-4.07,7.42,3.29,0.5701,2026-06-12,2026-07-10,65.31,0.5803,0.6573,0.5761,0.7482,0.7709,0.0398,0.6726,0.8586,0.9293,多周期共振看多 ⬆⬆⬆,0.737,0.6929,0.5625
600520,三佳科技,55.45,True,35.0,34.46,17,26.47,-12.01,7.46,1.56,0.4961,2026-06-16,2026-07-10,54.0,0.6456,1.7129,0.8794,0.7874,0.9778,0.0,0.6679,0.7192,0.8596,多周期共振看多 ⬆⬆⬆,0.3882,0.6854,0.5625
603068,博通集成,59.27,True,39.05,37.77,16,14.23,-10.33,4.72,3.39,0.4575,2026-06-17,2026-07-10,56.63,0.8044,2.7501,0.4864,0.8827,0.9637,0.1893,0.6654,0.5048,0.7524,多周期共振看多 ⬆⬆⬆,0.4787,0.3635,0.3357
000977,浪潮信息,1313.11,True,89.52,68.43,17,30.83,-11.3,5.15,30.83,0.6493,2026-06-16,2026-07-10,73.56,0.8373,5.3421,0.7634,0.9024,0.5877,0.0,0.6648,0.6113,0.8056,多周期共振看多 ⬆⬆⬆,0.6072,0.3281,0.495
002303,美盈森,43.8,True,4.53,3.97,19,26.41,-7.99,11.47,14.19,0.8023,2026-06-12,2026-07-10,74.6,0.6129,11.6418,0.7274,0.7677,0.5644,0.0,0.6638,0.4795,0.7398,多周期共振看多 ⬆⬆⬆,0.6935,0.1894,0.27
001339,智微智能,157.09,True,97.03,95.79,18,26.67,-7.6,9.44,1.29,0.5547,2026-06-15,2026-07-10,46.37,0.5839,1.1919,0.8271,0.7504,0.8082,0.0,0.6602,0.78,0.89,多周期共振看多 ⬆⬆⬆,0.4795,0.7408,0.5625
605178,时空科技,100.62,True,101.55,87.56,16,53.64,-5.34,18.64,15.98,0.7545,2026-06-17,2026-07-10,66.97,0.637,-0.061,0.965,0.5578,0.734,0.0,0.6585,0.684,0.842,多周期共振看多 ⬆⬆⬆,0.545,0.4737,0.5625
000938,紫光股份,1098.55,True,38.41,29.32,12,31.01,-12.04,4.41,31.01,0.5512,2026-06-29,2026-07-10,72.4,0.9164,3.2057,0.796,0.9499,0.6133,0.0,0.6584,0.6885,0.8442,多周期共振看多 ⬆⬆⬆,0.5045,0.5183,0.5625
002965,祥鑫科技,97.89,True,51.41,47.71,21,31.19,-0.95,15.9,7.75,0.7779,2026-06-10,2026-07-10,69.77,0.3485,0.8452,0.6102,0.6091,0.6718,0.0,0.6581,0.617,0.8085,多周期共振看多 ⬆⬆⬆,0.575,0.5256,0.3375
002901,大博医疗,129.09,True,44.76,42.59,22,8.95,0.56,3.26,5.1,0.6436,2026-06-08,2026-07-10,64.7,0.8056,1.0074,0.3317,0.8834,0.7844,0.4472,0.6568,-0.0028,0.4986,多周期方向不一致，观望,0.4238,0.0745,-0.45
603268,松发股份,372.45,True,159.68,150.04,16,12.55,-5.11,3.2,6.43,0.5052,2026-07-01,2026-07-10,59.31,0.7009,0.2675,0.6462,0.7275,0.9042,0.0,0.6566,0.791,0.8955,多周期共振看多 ⬆⬆⬆,0.54,0.7131,0.5625
603519,立霸股份,39.2,True,14.72,14.09,20,18.03,-4.96,8.24,4.47,0.6361,2026-06-11,2026-07-10,55.95,0.1223,1.6013,0.5871,0.4734,0.9789,0.0214,0.6559,0.7712,0.8856,多周期共振看多 ⬆⬆⬆,0.7165,0.5183,0.5625
002559,亚威股份,59.42,True,11.79,11.91,17,39.24,-7.79,9.71,-1.02,0.4877,2026-07-10,2026-07-10,56.69,0.6264,2.9181,0.898,0.7758,0.9626,0.0,0.6557,0.6789,0.8395,多周期共振看多 ⬆⬆⬆,0.4607,0.5348,0.5625
002668,TCL智家,113.61,True,10.48,10.44,21,12.8,-4.01,5.46,0.34,0.5049,2026-06-10,2026-07-10,59.13,0.532,0.5358,0.4705,0.7192,0.9082,0.2159,0.654,0.6069,0.8034,多周期共振看多 ⬆⬆⬆,0.5155,0.5544,0.3375
002774,快意电梯,44.8,True,15.9,13.61,18,22.06,-9.95,8.03,16.86,0.7371,2026-06-15,2026-07-10,66.48,0.2148,0.2701,0.806,0.4369,0.7449,0.0,0.6531,0.863,0.9315,多周期共振看多 ⬆⬆⬆,0.7805,0.6652,0.5625
600366,宁波韵升,167.6,True,15.25,15.06,22,17.59,0.71,8.91,1.26,0.6044,2026-06-08,2026-07-10,51.34,0.5174,0.8073,0.7381,0.7104,0.9187,0.0,0.6519,0.5258,0.7629,多周期共振看多 ⬆⬆⬆,0.539,0.4237,0.27
600460,士兰微,740.68,True,44.51,46.09,19,35.24,-4.22,15.93,-3.42,0.4668,2026-07-10,2026-07-10,49.44,0.7024,1.2261,0.8126,0.8215,0.8765,0.0,0.6519,0.7289,0.8644,多周期共振看多 ⬆⬆⬆,0.5335,0.5821,0.5625
603155,新亚强,89.3,True,28.28,25.45,22,30.25,0.6,14.11,11.14,0.85,2026-06-02,2026-07-10,64.32,0.1757,-0.0952,1.1034,0.2673,0.7928,0.0,0.6482,0.7665,0.8832,多周期共振看多 ⬆⬆⬆,0.63,0.5821,0.5625
603087,甘李药业,373.0,True,66.47,58.73,20,17.6,-2.74,5.17,13.17,0.705,2026-06-26,2026-07-10,66.71,0.8999,2.4221,0.6365,0.9399,0.7397,0.0,0.6476,0.097,0.5485,多周期方向不一致，观望,0.4908,0.0056,0.0
600851,海欣股份,64.81,True,8.78,8.67,16,28.45,-7.34,6.7,1.23,0.4527,2026-07-08,2026-07-10,49.32,0.8823,5.6085,0.8133,0.9294,0.8737,0.0,0.6474,0.5573,0.7787,多周期共振看多 ⬆⬆⬆,0.3107,0.396,0.5625
600470,六国化工,36.3,True,6.96,6.23,19,16.0,-9.25,6.61,11.71,0.7175,2026-06-18,2026-07-10,64.31,0.8182,3.9187,0.8656,0.8909,0.7932,0.0,0.6463,0.0709,0.5354,⚠️ 月线看多但周线走弱，日线仅为反弹,0.635,-0.3194,0.225
002167,东方锆业,149.09,True,19.65,20.06,20,48.44,-2.05,22.21,-2.05,0.5168,2026-07-10,2026-07-10,54.74,0.6213,0.174,1.107,0.6423,0.9943,0.0,0.6458,0.7049,0.8524,多周期共振看多 ⬆⬆⬆,0.5515,0.514,0.5625
603661,恒林股份,52.98,True,38.1,37.46,19,15.58,-4.9,6.92,1.7,0.5178,2026-06-24,2026-07-10,54.57,0.5647,0.3696,0.8767,0.6867,0.9904,0.0,0.6441,0.6231,0.8115,多周期共振看多 ⬆⬆⬆,0.4603,0.4125,0.5625
603456,九洲药业,130.23,True,14.77,13.63,20,15.83,-3.1,5.17,8.33,0.6673,2026-06-11,2026-07-10,66.37,0.8854,2.9796,0.4892,0.9312,0.7473,0.1846,0.6392,-0.0221,0.4889,⚠️⚠️ 逆大势反弹，大概率是下跌中继,0.5041,-0.2903,-0.5625
001314,亿道信息,76.18,True,61.24,58.24,16,9.15,-8.84,1.75,5.15,0.4327,2026-07-07,2026-07-10,54.2,0.5273,0.8722,0.5874,0.7164,0.9822,0.021,0.6374,0.7193,0.8597,多周期共振看多 ⬆⬆⬆,0.4208,0.6577,0.5625
603580,艾艾精工,40.09,True,30.68,24.93,11,23.05,-8.99,2.26,23.05,0.4815,2026-06-26,2026-07-06,73.93,0.8373,13.6142,0.6848,0.9024,0.5794,0.0,0.6347,0.7827,0.8913,多周期共振看多 ⬆⬆⬆,0.4865,0.7408,0.5625
001229,魅视科技,35.08,True,47.56,33.4,20,42.41,-1.83,15.45,42.41,0.8182,2026-06-23,2026-07-10,91.11,0.4894,2.8275,0.7922,0.6937,0.1976,0.0,0.6336,0.7581,0.879,多周期共振看多 ⬆⬆⬆,0.8255,0.396,0.5625
001270,铖昌科技,0.0,True,166.3,143.15,11,20.01,-11.24,3.9,16.18,0.5226,2026-06-25,2026-07-10,67.73,0.6876,1.5641,0.8858,0.8126,0.7172,0.0,0.6334,0.6524,0.8262,多周期共振看多 ⬆⬆⬆,0.3769,0.5483,0.5625
003026,中晶科技,56.19,True,38.87,38.47,19,27.43,-5.76,10.23,1.04,0.5784,2026-07-07,2026-07-10,50.49,0.177,1.4642,0.8959,0.5062,0.8999,0.0,0.6331,0.7868,0.8934,多周期共振看多 ⬆⬆⬆,0.4968,0.7408,0.5625
000672,上峰材料,190.49,True,19.65,20.32,16,29.13,-6.36,10.08,-3.31,0.4218,2026-07-10,2026-07-10,53.28,0.5377,1.303,0.8365,0.7226,0.9619,0.0,0.6326,0.738,0.869,多周期共振看多 ⬆⬆⬆,0.46,0.6652,0.5625
002816,*ST和科,28.97,True,28.97,27.91,20,13.33,-2.75,5.19,3.8,0.5726,2026-07-07,2026-07-10,57.96,0.0822,0.5664,0.5681,0.4493,0.9343,0.0531,0.6311,0.7923,0.8962,多周期共振看多 ⬆⬆⬆,0.5543,0.7038,0.5625
603269,海鸥股份,0.0,True,16.87,16.57,17,11.29,-2.86,3.18,1.78,0.4179,2026-07-03,2026-07-10,51.51,0.8212,0.0603,0.7016,0.7168,0.9225,0.0,0.6265,0.7555,0.8778,多周期共振看多 ⬆⬆⬆,0.4276,0.7315,0.5625
002979,雷赛智能,147.06,True,66.01,58.33,11,31.41,-10.98,4.54,13.17,0.5386,2026-06-29,2026-07-10,67.79,0.6196,0.2658,0.7341,0.6781,0.7158,0.0,0.6253,0.7658,0.8829,多周期共振看多 ⬆⬆⬆,0.5293,0.6669,0.5625
002272,川润股份,96.89,True,23.74,22.66,17,14.89,-2.74,4.96,4.77,0.5137,2026-07-08,2026-07-10,57.07,0.2678,0.156,0.4355,0.4231,0.954,0.2742,0.6229,0.7095,0.8548,多周期共振看多 ⬆⬆⬆,0.3222,0.7206,0.5625
603669,灵康药业,44.02,True,6.18,5.54,22,24.95,5.91,13.98,11.49,0.85,2026-06-05,2026-07-10,77.83,0.5233,-0.376,0.4512,0.3636,0.4926,0.2481,0.622,0.5646,0.7823,多周期共振看多 ⬆⬆⬆,0.737,0.2717,0.3375
000066,中国长城,627.37,True,19.45,18.25,15,17.08,-15.57,1.43,6.57,0.4386,2026-07-03,2026-07-10,54.25,0.8922,2.2288,0.7774,0.9353,0.9833,0.0,0.618,0.2151,0.6076,月线看多，日线反弹（等待周线确认）,0.4298,-0.053,0.5625
001206,依依股份,21.45,True,20.07,18.69,19,17.55,-7.54,6.41,7.41,0.6477,2026-07-06,2026-07-10,64.48,0.838,5.0654,0.7907,0.9028,0.7894,0.0,0.6168,-0.0118,0.4941,⚠️⚠️ 逆大势反弹，大概率是下跌中继,0.5555,-0.2513,-0.45
000063,中兴通讯,1632.39,True,40.53,37.31,11,8.64,-5.9,0.45,8.64,0.4281,2026-07-08,2026-07-10,53.33,0.81,0.449,0.5925,0.8656,0.963,0.0125,0.6166,0.3548,0.6774,多周期共振看多 ⬆⬆⬆,0.1753,0.4045,0.225
000100,TCL科技,1030.06,True,5.12,5.21,20,23.26,-1.9,7.5,-1.67,0.4638,2026-07-10,2026-07-10,51.91,0.7121,0.0738,0.83,0.6567,0.9312,0.0,0.6146,0.6356,0.8178,多周期共振看多 ⬆⬆⬆,0.538,0.3733,0.5625
603257,中国瑞林,18.08,True,72.63,73.31,18,19.57,-7.19,7.93,-0.93,0.4614,2026-07-10,2026-07-10,54.39,0.534,0.058,0.6473,0.5436,0.9865,0.0,0.6096,0.7157,0.8579,多周期共振看多 ⬆⬆⬆,0.4566,0.619,0.5625
002605,姚记科技,69.03,True,20.41,18.9,13,8.97,-2.93,1.42,8.01,0.5006,2026-06-30,2026-07-10,65.7,0.9086,2.8946,0.3914,0.9451,0.7621,0.3477,0.6088,-0.0359,0.482,⚠️⚠️ 逆大势反弹，大概率是下跌中继,0.2896,-0.4815,-0.45
600267,海正药业,127.12,True,10.77,10.22,16,9.69,-6.48,2.41,5.38,0.4698,2026-06-22,2026-07-10,64.75,0.8783,1.554,0.4354,0.927,0.7832,0.2744,0.6083,0.0961,0.5481,多周期方向不一致，观望,0.3268,0.0409,0.1013
002156,通富微电,1076.63,True,70.95,68.93,13,17.34,-11.6,2.42,2.93,0.3407,2026-07-08,2026-07-10,49.68,0.7243,0.5819,0.8674,0.8346,0.8819,0.0,0.6078,0.6514,0.8257,多周期共振看多 ⬆⬆⬆,0.1929,0.7038,0.5625
603283,赛腾股份,232.49,True,65.95,67.83,20,36.97,-2.77,16.33,-2.77,0.4988,2026-07-10,2026-07-10,51.15,0.1409,1.2695,0.8811,0.4845,0.9146,0.0,0.6073,0.7885,0.8942,多周期共振看多 ⬆⬆⬆,0.5335,0.7131,0.5625
002079,苏州固锝,0.0,True,13.6,13.82,16,15.42,-6.54,5.66,-1.58,0.3566,2026-07-10,2026-07-10,46.89,0.6578,0.5267,0.5826,0.7947,0.8197,0.0289,0.6068,0.7202,0.8601,多周期共振看多 ⬆⬆⬆,0.38,0.6946,0.5625
603004,鼎龙科技,13.36,True,22.69,22.58,19,15.87,-2.56,7.55,0.47,0.5027,2026-07-09,2026-07-10,56.91,0.6252,1.1511,0.437,0.7751,0.9576,0.2717,0.6068,0.0411,0.5205,多周期方向不一致，观望,0.3994,0.1221,-0.2838
605111,新洁能,304.6,True,73.34,78.56,18,40.78,-6.64,12.66,-6.64,0.3703,2026-07-10,2026-07-10,48.87,0.5632,0.6817,0.8913,0.7379,0.8637,0.0,0.6065,0.7458,0.8729,多周期共振看多 ⬆⬆⬆,0.5245,0.6271,0.5625
002850,科达利,420.22,True,200.45,196.81,18,18.52,-4.92,3.96,1.85,0.4316,2026-06-29,2026-07-10,55.67,0.6241,0.1253,0.7268,0.6246,0.9852,0.0,0.6064,0.6341,0.8171,多周期共振看多 ⬆⬆⬆,0.3207,0.5563,0.5625
605377,华旺科技,56.39,True,10.13,8.95,14,13.13,-10.44,2.68,13.13,0.5396,2026-06-22,2026-07-10,67.84,0.8469,3.4503,0.8114,0.9082,0.7148,0.0,0.6057,0.2396,0.6198,月线看多，日线反弹（等待周线确认）,0.5015,-0.0144,0.5625
002129,TCL中环,430.63,True,10.66,10.66,19,18.65,-3.98,5.79,0.04,0.4481,2026-07-06,2026-07-10,51.67,0.667,0.0957,0.8096,0.6385,0.9261,0.0,0.6041,0.6243,0.8121,多周期共振看多 ⬆⬆⬆,0.3543,0.506,0.5625
000810,创维数字,142.6,True,12.84,12.2,15,14.94,-13.88,3.6,5.22,0.4593,2026-07-09,2026-07-10,49.03,0.71,1.6547,0.6946,0.826,0.8674,0.0,0.604,0.367,0.6835,多周期共振看多 ⬆⬆⬆,0.1803,0.3146,0.3375
