code,name,market_cap,is_tech,latest_close,latest_ma20,days_above_ma20,max_distance_above_ma20_pct,min_distance_above_ma20_pct,avg_distance_above_ma20_pct,latest_distance_above_ma20_pct,ma20_strength_score,last_breach_date,latest_date
000715,中兴商业,22.96,True,4.72,5.01,0,-2.41,-11.02,-6.57,-5.84,0.0,从未跌破（观测期内）,2026-06-17
002459,晶澳科技,280.0,True,8.47,8.96,0,-2.37,-16.37,-8.91,-5.49,0.0,从未跌破（观测期内）,2026-06-17
600980,北矿科技,40.12,True,21.06,21.24,1,0.91,-9.56,-4.38,-0.83,0.0,从未跌破（观测期内）,2026-06-17
600960,渤海汽车,38.21,True,4.02,4.37,0,-3.23,-10.51,-6.56,-8.04,0.0,从未跌破（观测期内）,2026-06-17
603917,合力科技,23.91,True,11.58,12.06,3,7.2,-6.82,-2.13,-3.95,0.0,从未跌破（观测期内）,2026-06-17
600883,博闻科技,18.08,True,7.66,8.31,5,5.76,-9.23,-4.55,-7.86,0.0,从未跌破（观测期内）,2026-06-17
001380,华纬科技,38.26,True,16.34,17.47,5,3.43,-11.19,-5.29,-6.45,0.0,从未跌破（观测期内）,2026-06-17
600081,东风科技,56.3,True,10.18,10.81,5,7.21,-10.9,-5.21,-5.85,0.0,从未跌破（观测期内）,2026-06-17
000973,佛塑科技,112.18,True,15.83,14.8,4,7.94,-18.93,-10.54,6.92,0.0,从未跌破（观测期内）,2026-06-17
600052,东望时代,33.26,True,3.94,4.1,5,6.99,-13.11,-4.91,-3.82,0.0,从未跌破（观测期内）,2026-06-17
600877,电科芯片,168.14,True,14.2,14.45,0,-1.75,-14.75,-8.31,-1.75,0.0,从未跌破（观测期内）,2026-06-17
003028,振邦智能,17.53,True,24.85,26.79,6,10.3,-11.08,-3.81,-7.24,0.0,从未跌破（观测期内）,2026-06-17
000710,贝瑞基因,25.84,True,7.84,8.57,1,2.26,-14.53,-9.48,-8.53,0.0,从未跌破（观测期内）,2026-06-17
003007,直真科技,29.25,True,40.29,42.82,5,12.02,-16.66,-8.06,-5.91,0.0,从未跌破（观测期内）,2026-06-17
600846,同济科技,61.16,True,9.79,11.14,2,0.74,-13.8,-7.24,-12.15,0.0,从未跌破（观测期内）,2026-06-17
002976,瑞玛精密,26.85,True,28.67,32.65,10,13.05,-17.89,-1.22,-12.18,0.0,从未跌破（观测期内）,2026-06-17
603376,大明电子,8.62,True,26.93,28.54,4,3.71,-12.85,-5.4,-5.63,0.0,从未跌破（观测期内）,2026-06-17
002442,龙星科技,24.53,True,4.98,6.0,7,28.44,-18.41,-4.67,-16.99,0.0,从未跌破（观测期内）,2026-06-17
603007,顺景科技,39.48,True,5.68,6.0,2,19.84,-18.87,-9.25,-5.32,0.0,从未跌破（观测期内）,2026-06-17
002373,千方科技,104.97,True,7.62,7.9,0,-3.5,-11.07,-6.85,-3.5,0.0,从未跌破（观测期内）,2026-06-17
603636,南威软件,54.15,True,9.33,9.51,5,25.56,-16.74,-4.84,-1.9,0.0,从未跌破（观测期内）,2026-06-17
002337,赛象科技,28.34,True,4.82,5.21,0,-3.91,-11.0,-7.51,-7.51,0.0,从未跌破（观测期内）,2026-06-17
002140,东华科技,70.99,True,10.04,10.15,0,-0.4,-12.41,-6.42,-1.09,0.0,从未跌破（观测期内）,2026-06-17
002331,皖通科技,32.19,True,7.98,8.64,2,5.21,-10.86,-5.15,-7.69,0.0,从未跌破（观测期内）,2026-06-17
001336,楚环科技,11.79,True,23.91,26.36,5,6.34,-11.91,-6.14,-9.31,0.0,从未跌破（观测期内）,2026-06-17
002313,日海智能,30.77,True,8.22,8.94,3,6.59,-11.82,-5.88,-8.03,0.0,从未跌破（观测期内）,2026-06-17
002121,科陆电子,83.96,True,5.97,7.08,9,16.16,-19.03,-2.73,-15.62,0.0,从未跌破（观测期内）,2026-06-17
002296,辉煌科技,32.93,True,9.48,9.93,1,0.29,-11.11,-7.03,-4.56,0.0,从未跌破（观测期内）,2026-06-17
000938,紫光股份,778.23,True,27.21,27.63,2,3.82,-12.86,-7.06,-1.51,0.0,从未跌破（观测期内）,2026-06-17
002283,天润工业,100.88,True,10.06,10.76,7,6.45,-19.04,-5.65,-6.46,0.0,从未跌破（观测期内）,2026-06-17
002112,三变科技,45.03,True,17.18,17.92,0,-0.01,-12.95,-7.79,-4.11,0.0,从未跌破（观测期内）,2026-06-17
002265,建设工业,199.89,True,19.35,20.52,0,-0.13,-10.6,-6.12,-5.72,0.0,从未跌破（观测期内）,2026-06-17
001311,多利科技,32.08,True,18.11,20.24,0,-1.76,-12.2,-7.07,-10.52,0.0,从未跌破（观测期内）,2026-06-17
002250,联化科技,123.86,True,13.84,14.28,0,-0.71,-11.1,-6.0,-3.09,0.0,从未跌破（观测期内）,2026-06-17
001306,夏厦精密,9.36,True,60.41,64.26,5,5.47,-13.78,-5.46,-5.99,0.0,从未跌破（观测期内）,2026-06-17
600155,华创云信,122.19,True,5.52,5.59,0,-1.07,-8.7,-5.38,-1.17,0.0,从未跌破（观测期内）,2026-06-17
000536,华映科技,106.38,True,3.85,3.99,8,12.81,-13.52,-2.02,-3.45,0.0,从未跌破（观测期内）,2026-06-17
600586,金晶科技,71.29,True,5.03,5.07,0,-0.45,-12.73,-6.36,-0.85,0.0,从未跌破（观测期内）,2026-06-17
002066,瑞泰科技,53.31,True,23.08,23.97,8,13.93,-9.3,-1.37,-3.73,0.0,从未跌破（观测期内）,2026-06-17
600562,国睿科技,271.22,True,21.84,22.86,0,-4.46,-12.06,-8.76,-4.46,0.0,从未跌破（观测期内）,2026-06-17
000925,众合科技,55.57,True,8.28,8.18,3,3.93,-17.33,-7.5,1.2,0.0,从未跌破（观测期内）,2026-06-17
002063,远光软件,93.59,True,5.29,5.76,2,3.12,-13.58,-6.33,-8.1,0.0,从未跌破（观测期内）,2026-06-17
603668,天马科技,54.12,True,10.7,11.33,0,-0.97,-11.1,-7.16,-5.52,0.0,从未跌破（观测期内）,2026-06-17
601778,晶科科技,186.89,True,5.02,5.61,0,-4.33,-19.95,-12.09,-10.49,0.0,从未跌破（观测期内）,2026-06-17
000586,汇源通信,29.62,True,15.49,16.29,2,6.98,-17.31,-7.89,-4.94,0.0,从未跌破（观测期内）,2026-06-17
601777,千里科技,419.56,True,9.28,10.57,6,8.36,-17.92,-5.84,-12.22,0.0,从未跌破（观测期内）,2026-06-17
001270,铖昌科技,261.7,True,127.78,136.78,2,9.59,-14.08,-5.39,-6.58,0.0,从未跌破（观测期内）,2026-06-17
600536,中国软件,245.59,True,29.11,35.35,2,5.01,-20.12,-7.15,-17.65,0.0,从未跌破（观测期内）,2026-06-17
603496,恒为科技,77.91,True,24.31,23.87,3,3.49,-21.28,-12.45,1.85,0.0,从未跌破（观测期内）,2026-06-17
600480,凌云股份,119.38,True,9.84,10.54,7,6.62,-11.79,-2.86,-6.64,0.0,从未跌破（观测期内）,2026-06-17
603197,保隆科技,61.87,True,29.3,30.93,5,2.65,-12.57,-6.01,-5.28,0.0,从未跌破（观测期内）,2026-06-17
600391,航发科技,113.99,True,34.53,35.85,5,8.53,-20.09,-7.46,-3.69,0.0,从未跌破（观测期内）,2026-06-17
603551,奥普科技,35.41,True,9.32,10.12,0,-0.51,-8.0,-5.15,-7.9,0.0,从未跌破（观测期内）,2026-06-17
600363,联创光电,156.05,True,34.61,36.18,0,-3.35,-17.56,-12.21,-4.33,0.0,从未跌破（观测期内）,2026-06-17
603160,汇顶科技,278.32,True,59.74,59.52,5,3.46,-16.08,-5.6,0.37,0.0,从未跌破（观测期内）,2026-06-17
600288,大恒科技,57.57,True,13.18,13.26,0,-0.64,-10.81,-6.22,-0.64,0.0,从未跌破（观测期内）,2026-06-17
603286,日盈电子,65.81,True,56.62,59.96,6,6.61,-17.16,-6.15,-5.57,0.0,从未跌破（观测期内）,2026-06-17
600241,时代万恒,20.87,True,7.09,7.72,0,-6.64,-13.29,-9.81,-8.11,0.0,从未跌破（观测期内）,2026-06-17
603138,海量数据,45.93,True,15.93,17.03,1,0.44,-13.87,-5.95,-6.45,0.0,从未跌破（观测期内）,2026-06-17
600609,金杯汽车,43.05,True,3.3,3.54,0,-1.97,-8.94,-6.41,-6.7,0.0,从未跌破（观测期内）,2026-06-17
603383,顶点软件,58.53,True,28.5,30.71,5,3.21,-12.19,-3.61,-7.2,0.0,从未跌破（观测期内）,2026-06-17
600590,泰豪科技,99.88,True,11.84,13.02,0,-1.54,-15.69,-10.29,-9.03,0.0,从未跌破（观测期内）,2026-06-17
603105,芯能科技,38.05,True,7.61,8.46,0,-4.57,-13.73,-8.73,-10.03,0.0,从未跌破（观测期内）,2026-06-17
002241,歌尔股份,744.31,True,23.68,25.07,10,10.75,-11.01,-1.28,-5.55,0.0,从未跌破（观测期内）,2026-06-17
603273,天元智能,7.98,True,14.23,14.98,0,-2.06,-12.16,-8.19,-5.02,0.0,从未跌破（观测期内）,2026-06-17
002232,启明信息,60.75,True,14.87,15.77,2,0.95,-12.32,-6.56,-5.68,0.0,从未跌破（观测期内）,2026-06-17
603095,越剑智能,43.85,True,16.98,19.14,1,0.25,-15.43,-10.29,-11.29,0.0,从未跌破（观测期内）,2026-06-17
002202,金风科技,739.3,True,21.98,23.01,0,-4.31,-11.82,-7.79,-4.47,0.0,从未跌破（观测期内）,2026-06-17
603062,麦加芯彩,15.35,True,41.4,43.93,0,-0.8,-14.66,-9.41,-5.76,0.0,从未跌破（观测期内）,2026-06-17
002157,正邦科技,235.96,True,3.03,3.13,2,0.51,-7.5,-3.95,-3.07,0.0,从未跌破（观测期内）,2026-06-17
000625,长安汽车,610.95,True,7.39,7.94,0,-2.29,-11.29,-7.61,-6.87,0.0,从未跌破（观测期内）,2026-06-17
603901,永创智能,57.97,True,10.73,11.26,1,2.12,-9.74,-6.12,-4.72,0.0,从未跌破（观测期内）,2026-06-17
603906,龙蟠科技,140.58,True,24.97,25.17,1,1.69,-13.33,-8.42,-0.79,0.0,从未跌破（观测期内）,2026-06-17
600845,宝信软件,378.15,True,17.72,19.87,2,4.45,-14.79,-8.73,-10.81,0.0,从未跌破（观测期内）,2026-06-17
000818,航锦科技,83.66,True,12.71,13.98,2,2.67,-16.19,-9.43,-9.09,0.0,从未跌破（观测期内）,2026-06-17
603607,京华激光,36.95,True,20.7,21.62,4,5.66,-8.45,-3.48,-4.26,0.0,从未跌破（观测期内）,2026-06-17
002609,捷顺科技,34.46,True,7.51,7.78,2,1.24,-8.13,-4.32,-3.43,0.0,从未跌破（观测期内）,2026-06-17
603227,雪峰科技,84.02,True,7.84,8.4,7,5.72,-8.21,-1.8,-6.65,0.0,从未跌破（观测期内）,2026-06-17
002590,万安科技,54.49,True,11.01,11.82,6,6.97,-11.24,-3.37,-6.89,0.0,从未跌破（观测期内）,2026-06-17
603220,中贝通信,105.4,True,24.27,24.4,2,7.55,-21.45,-11.25,-0.54,0.0,从未跌破（观测期内）,2026-06-17
605180,华生科技,24.13,True,14.28,14.06,4,4.52,-12.39,-4.88,1.53,0.0,从未跌破（观测期内）,2026-06-17
000901,航天科技,145.75,True,18.26,19.02,0,-3.65,-14.37,-9.5,-3.98,0.0,从未跌破（观测期内）,2026-06-17
603918,金桥信息,38.26,True,10.48,11.3,0,-1.35,-12.76,-8.57,-7.25,0.0,从未跌破（观测期内）,2026-06-17
603656,泰禾智能,33.3,True,18.2,18.47,3,6.23,-6.65,-2.85,-1.44,0.0,从未跌破（观测期内）,2026-06-17
002908,德生科技,22.34,True,6.94,7.41,0,-2.45,-9.63,-6.38,-6.4,0.0,从未跌破（观测期内）,2026-06-17
600699,均胜电子,336.6,True,24.84,26.89,6,9.18,-15.82,-5.55,-7.63,0.0,从未跌破（观测期内）,2026-06-17
002866,传艺科技,32.94,True,18.18,19.53,0,-4.84,-15.73,-12.47,-6.91,0.0,从未跌破（观测期内）,2026-06-17
002050,三花智控,1643.15,True,44.6,47.84,7,9.64,-12.07,-2.78,-6.77,0.0,从未跌破（观测期内）,2026-06-17
002767,先锋电子,22.44,True,17.23,18.09,0,-0.1,-11.7,-5.85,-4.78,0.0,从未跌破（观测期内）,2026-06-17
601689,拓普集团,1044.61,True,60.11,65.44,11,13.25,-9.36,-0.27,-8.14,0.0,从未跌破（观测期内）,2026-06-17
002681,奋达科技,76.42,True,4.87,5.29,9,8.79,-10.95,-2.18,-7.91,0.0,从未跌破（观测期内）,2026-06-17
001207,联科科技,50.77,True,17.35,18.57,7,9.14,-10.89,-3.04,-6.59,0.0,从未跌破（观测期内）,2026-06-17
002339,积成电子,36.53,True,7.63,8.35,0,-2.82,-13.62,-9.38,-8.67,0.0,从未跌破（观测期内）,2026-06-17
601218,吉鑫科技,46.03,True,4.75,5.13,0,-3.96,-14.45,-10.61,-7.48,0.0,从未跌破（观测期内）,2026-06-17
002540,亚太科技,43.25,True,5.04,5.37,0,-2.67,-7.95,-5.31,-6.17,0.0,从未跌破（观测期内）,2026-06-17
001400,江顺科技,52.73,True,114.06,112.63,2,3.93,-17.95,-9.52,1.27,0.0,从未跌破（观测期内）,2026-06-17
600995,南网储能,430.5,True,13.47,14.37,8,11.26,-10.54,-1.47,-6.28,0.0,从未跌破（观测期内）,2026-06-17
600990,四创电子,51.22,True,19.04,19.23,0,-0.69,-12.04,-7.82,-0.96,0.0,从未跌破（观测期内）,2026-06-17
002453,华软科技,30.55,True,5.07,5.66,6,8.02,-12.06,-3.62,-10.41,0.0,从未跌破（观测期内）,2026-06-17
002153,石基信息,123.82,True,7.74,8.22,0,-4.92,-13.32,-8.9,-5.87,0.0,从未跌破（观测期内）,2026-06-17
600096,云天化,551.09,True,30.23,30.53,2,1.89,-7.74,-4.31,-1.0,0.0,从未跌破（观测期内）,2026-06-17
600879,航天电子,666.46,True,20.2,20.72,1,0.71,-17.53,-7.88,-2.5,0.0,从未跌破（观测期内）,2026-06-17
003033,征和工业,41.58,True,51.5,57.31,14,14.85,-16.16,-0.0,-10.14,0.0,从未跌破（观测期内）,2026-06-17
603382,海阳科技,21.75,True,18.83,21.28,0,-2.49,-13.56,-10.0,-11.52,0.0,从未跌破（观测期内）,2026-06-17
002981,朝阳科技,26.1,True,21.86,26.35,18,11.83,-17.04,1.98,-17.04,0.0,从未跌破（观测期内）,2026-06-17
603009,北特科技,145.08,True,42.87,49.56,8,17.66,-16.1,-2.61,-13.5,0.0,从未跌破（观测期内）,2026-06-17
002420,毅昌科技,22.3,True,5.51,5.96,0,-4.71,-13.22,-9.26,-7.59,0.0,从未跌破（观测期内）,2026-06-17
000948,南天信息,48.8,True,12.54,13.17,0,-0.28,-9.41,-6.38,-4.77,0.0,从未跌破（观测期内）,2026-06-17
002335,科华数据,256.83,True,38.93,39.52,2,2.79,-15.51,-7.17,-1.5,0.0,从未跌破（观测期内）,2026-06-17
002123,梦网科技,55.41,True,7.69,8.35,3,5.23,-15.62,-8.07,-7.9,0.0,从未跌破（观测期内）,2026-06-17
002306,ST云网,16.99,True,2.09,2.15,3,2.74,-8.33,-3.41,-2.84,0.0,从未跌破（观测期内）,2026-06-17
001324,长青科技,25.3,True,18.33,18.7,2,1.11,-10.63,-5.31,-1.96,0.0,从未跌破（观测期内）,2026-06-17
002279,久其软件,51.55,True,6.48,6.94,1,1.3,-11.44,-5.35,-6.66,0.0,从未跌破（观测期内）,2026-06-17
002097,山河智能,87.2,True,8.13,8.54,0,-3.95,-10.59,-7.39,-4.79,0.0,从未跌破（观测期内）,2026-06-17
002093,国脉科技,70.02,True,6.95,7.27,0,-2.48,-10.35,-7.66,-4.39,0.0,从未跌破（观测期内）,2026-06-17
603601,再升科技,180.15,True,15.77,17.14,10,30.55,-23.42,-2.42,-7.97,0.0,从未跌破（观测期内）,2026-06-17
600570,恒生电子,426.07,True,22.5,23.63,1,0.28,-13.89,-6.66,-4.76,0.0,从未跌破（观测期内）,2026-06-17
001283,豪鹏科技,54.64,True,52.84,54.5,8,10.69,-16.03,-3.37,-3.05,0.0,从未跌破（观测期内）,2026-06-17
001278,一彬科技,14.16,True,16.6,18.37,1,1.16,-15.55,-10.36,-9.64,0.0,从未跌破（观测期内）,2026-06-17
000561,烽火电子,60.7,True,7.82,8.18,0,-3.0,-11.96,-7.63,-4.43,0.0,从未跌破（观测期内）,2026-06-17
600551,时代出版,48.82,True,7.2,7.38,2,2.13,-9.3,-4.6,-2.41,0.0,从未跌破（观测期内）,2026-06-17
001379,腾达科技,11.36,True,16.88,18.56,0,-0.15,-12.68,-8.37,-9.04,0.0,从未跌破（观测期内）,2026-06-17
600418,江淮汽车,691.89,True,31.68,36.06,0,-1.28,-21.45,-14.5,-12.13,0.0,从未跌破（观测期内）,2026-06-17
603533,掌阅科技,88.17,True,20.09,23.24,5,4.36,-18.18,-6.79,-13.54,0.0,从未跌破（观测期内）,2026-06-17
600335,国机汽车,77.65,True,5.22,5.44,0,-0.44,-7.7,-4.76,-4.11,0.0,从未跌破（观测期内）,2026-06-17
603151,邦基科技,20.33,True,11.88,13.06,0,-3.38,-13.86,-8.82,-9.04,0.0,从未跌破（观测期内）,2026-06-17
600617,国新能源,53.27,True,3.0,3.36,7,9.57,-11.7,-3.91,-10.69,0.0,从未跌破（观测期内）,2026-06-17
603275,众辰科技,17.39,True,41.86,42.96,2,5.63,-14.52,-7.86,-2.57,0.0,从未跌破（观测期内）,2026-06-17
600589,大位科技,151.4,True,10.24,10.78,5,15.35,-17.22,-6.09,-5.02,0.0,从未跌破（观测期内）,2026-06-17
603101,汇嘉时代,31.7,True,6.74,7.25,0,-5.75,-17.88,-11.14,-7.06,0.0,从未跌破（观测期内）,2026-06-17
002230,科大讯飞,910.53,True,41.59,45.65,5,2.96,-13.56,-4.54,-8.89,0.0,从未跌破（观测期内）,2026-06-17
605378,野马电池,43.33,True,16.58,16.42,1,0.97,-11.13,-7.91,0.97,0.0,从未跌破（观测期内）,2026-06-17
603025,大豪科技,165.49,True,14.92,15.3,5,2.74,-11.96,-4.03,-2.5,0.0,从未跌破（观测期内）,2026-06-17
002642,荣联科技,46.38,True,7.01,7.91,9,11.33,-17.12,-5.32,-11.43,0.0,从未跌破（观测期内）,2026-06-17
000815,美利云,120.14,True,17.28,16.6,2,4.09,-19.47,-11.13,4.09,0.0,从未跌破（观测期内）,2026-06-17
002595,豪迈科技,570.23,True,49.5,51.89,0,-4.61,-10.34,-6.87,-4.61,0.0,从未跌破（观测期内）,2026-06-17
603826,坤彩科技,210.19,True,32.08,31.57,5,4.44,-12.86,-5.08,1.6,0.0,从未跌破（观测期内）,2026-06-17
603982,泉峰汽车,20.85,True,6.14,6.74,1,0.46,-10.17,-6.86,-8.95,0.0,从未跌破（观测期内）,2026-06-17
001258,立新能源,71.68,True,7.68,9.49,13,11.24,-21.11,-2.7,-19.06,0.0,从未跌破（观测期内）,2026-06-17
002877,智能自控,18.5,True,7.69,8.22,2,2.57,-11.41,-5.16,-6.48,0.0,从未跌破（观测期内）,2026-06-17
600686,金龙汽车,90.85,True,12.67,13.33,1,1.77,-11.12,-7.36,-4.92,0.0,从未跌破（观测期内）,2026-06-17
002730,电光科技,102.32,True,29.57,29.71,4,4.47,-10.61,-3.98,-0.48,0.0,从未跌破（观测期内）,2026-06-17
002030,达安基因,76.35,True,5.44,6.14,10,10.42,-17.02,-3.41,-11.47,0.0,从未跌破（观测期内）,2026-06-17
002546,新联电子,54.56,True,6.81,7.28,0,-0.43,-13.6,-7.63,-6.41,0.0,从未跌破（观测期内）,2026-06-17
601008,连云港,54.59,True,4.4,4.51,3,1.21,-6.62,-2.74,-2.49,0.0,从未跌破（观测期内）,2026-06-17
002465,海格通信,343.19,True,13.85,15.43,6,8.45,-13.93,-3.85,-10.26,0.0,从未跌破（观测期内）,2026-06-17
002178,延华智能,36.37,True,5.11,5.63,6,5.91,-9.25,-2.42,-9.25,0.0,从未跌破（观测期内）,2026-06-17
600072,中船科技,106.28,True,9.81,10.81,0,-0.88,-17.51,-11.24,-9.22,0.0,从未跌破（观测期内）,2026-06-17
600866,星湖科技,60.53,True,4.82,4.95,0,-2.71,-12.46,-9.25,-2.71,0.0,从未跌破（观测期内）,2026-06-17
002444,巨星科技,345.85,True,29.76,31.53,1,1.79,-6.63,-3.88,-5.6,0.0,从未跌破（观测期内）,2026-06-17
603325,博隆技术,19.14,True,56.0,57.17,7,3.51,-10.25,-4.26,-2.04,0.0,从未跌破（观测期内）,2026-06-17
002315,焦点科技,64.28,True,24.45,26.57,0,-0.43,-13.32,-8.41,-7.98,0.0,从未跌破（观测期内）,2026-06-17
002115,三维通信,88.68,True,11.79,12.27,1,0.12,-13.17,-7.88,-3.92,0.0,从未跌破（观测期内）,2026-06-17
002261,拓维信息,338.1,True,29.5,30.17,0,-0.96,-14.73,-7.59,-2.21,0.0,从未跌破（观测期内）,2026-06-17
000707,双环科技,25.55,True,4.64,4.89,0,-3.42,-12.76,-8.41,-5.08,0.0,从未跌破（观测期内）,2026-06-17
002065,东华软件,214.31,True,7.37,7.47,1,0.89,-11.0,-6.24,-1.33,0.0,从未跌破（观测期内）,2026-06-17
000428,华天酒店,32.3,True,3.17,3.51,1,0.27,-9.69,-4.41,-9.69,0.0,从未跌破（观测期内）,2026-06-17
600528,中铁工业,159.29,True,7.17,7.29,0,-1.43,-6.19,-3.58,-1.68,0.0,从未跌破（观测期内）,2026-06-17
603322,超讯通信,45.37,True,28.79,31.34,4,9.81,-16.05,-7.13,-8.13,0.0,从未跌破（观测期内）,2026-06-17
600271,航天信息,130.26,True,7.03,7.38,0,-1.24,-10.01,-6.77,-4.75,0.0,从未跌破（观测期内）,2026-06-17
603106,恒银科技,37.53,True,7.21,7.61,0,-0.36,-11.64,-7.93,-5.2,0.0,从未跌破（观测期内）,2026-06-17
002236,大华股份,389.99,True,16.31,16.81,3,0.5,-7.21,-3.05,-2.98,0.0,从未跌破（观测期内）,2026-06-17
000702,正虹科技,14.24,True,5.34,5.95,0,-0.75,-11.5,-7.98,-10.28,0.0,从未跌破（观测期内）,2026-06-17
603232,格尔软件,37.12,True,16.05,19.08,11,15.14,-18.64,-2.49,-15.89,0.0,从未跌破（观测期内）,2026-06-17
002562,兄弟科技,38.56,True,4.74,4.98,0,-0.84,-11.1,-7.04,-4.75,0.0,从未跌破（观测期内）,2026-06-17
002053,云南能投,93.18,True,10.12,11.21,5,5.16,-9.74,-3.61,-9.74,0.0,从未跌破（观测期内）,2026-06-17
002813,路畅科技,24.47,True,20.42,22.33,0,-4.68,-12.17,-8.4,-8.55,0.0,从未跌破（观测期内）,2026-06-17
601615,明阳智能,278.84,True,12.33,14.81,8,14.16,-23.23,-7.18,-16.74,0.0,从未跌破（观测期内）,2026-06-17
002519,银河电子,70.86,True,6.34,6.66,0,-2.87,-15.11,-10.19,-4.8,0.0,从未跌破（观测期内）,2026-06-17
603655,朗博科技,33.74,True,31.83,35.84,0,-3.04,-14.74,-9.93,-11.19,0.0,从未跌破（观测期内）,2026-06-17
003027,同兴科技,20.65,True,19.69,21.5,0,-1.92,-14.12,-7.46,-8.42,0.0,从未跌破（观测期内）,2026-06-17
002148,北纬科技,27.68,True,6.16,6.64,1,1.77,-13.3,-8.68,-7.25,0.0,从未跌破（观测期内）,2026-06-17
002291,遥望科技,45.46,True,5.23,5.75,2,4.02,-14.22,-7.77,-9.0,0.0,从未跌破（观测期内）,2026-06-17
000930,中粮科技,87.81,True,4.73,5.03,0,-3.22,-11.19,-6.88,-6.04,0.0,从未跌破（观测期内）,2026-06-17
603626,科森科技,118.8,True,21.41,23.78,6,9.29,-14.03,-5.37,-9.98,0.0,从未跌破（观测期内）,2026-06-17
603192,汇得科技,25.41,True,18.23,19.69,0,-3.93,-10.58,-7.11,-7.41,0.0,从未跌破（观测期内）,2026-06-17
600602,云赛智联,190.9,True,17.77,18.6,1,2.01,-16.45,-9.97,-4.46,0.0,从未跌破（观测期内）,2026-06-17
605377,华旺科技,43.98,True,7.9,8.59,0,-1.83,-9.74,-5.58,-8.06,0.0,从未跌破（观测期内）,2026-06-17
600728,佳都科技,97.67,True,4.58,4.84,1,0.92,-10.56,-6.73,-5.39,0.0,从未跌破（观测期内）,2026-06-17
002369,卓翼科技,34.09,True,6.02,6.39,0,-0.23,-11.95,-7.18,-5.74,0.0,从未跌破（观测期内）,2026-06-17
000977,浪潮信息,946.11,True,64.5,63.39,1,1.75,-14.21,-6.93,1.75,0.0,从未跌破（观测期内）,2026-06-17
600239,ST云城,22.32,True,1.39,1.47,0,-1.3,-15.86,-7.8,-5.28,0.0,从未跌破（观测期内）,2026-06-17
002090,金智科技,36.7,True,9.29,10.21,3,3.47,-12.81,-5.41,-9.01,0.0,从未跌破（观测期内）,2026-06-17
600375,汉马科技,59.82,True,4.09,4.24,1,0.87,-13.46,-9.18,-3.46,0.0,从未跌破（观测期内）,2026-06-17
002921,联诚精密,30.58,True,23.81,25.65,2,1.41,-15.56,-8.57,-7.18,0.0,从未跌破（观测期内）,2026-06-17
001388,信通电子,9.07,True,29.08,32.71,2,2.26,-17.26,-8.93,-11.11,0.0,从未跌破（观测期内）,2026-06-17
600588,用友网络,334.18,True,9.78,10.55,0,-0.16,-11.17,-6.02,-7.29,0.0,从未跌破（观测期内）,2026-06-17
600152,维科技术,58.57,True,11.07,11.65,0,-3.51,-15.43,-9.66,-4.96,0.0,从未跌破（观测期内）,2026-06-17
605398,新炬网络,36.45,True,22.4,23.81,2,1.11,-14.06,-6.44,-5.94,0.0,从未跌破（观测期内）,2026-06-17
002195,岩山科技,403.22,True,7.18,7.51,0,-2.9,-12.99,-8.25,-4.39,0.0,从未跌破（观测期内）,2026-06-17
002180,奔图科技,195.47,True,14.37,15.63,0,-1.78,-13.83,-8.57,-8.08,0.0,从未跌破（观测期内）,2026-06-17
600831,广电网络,22.39,True,3.15,3.63,7,16.48,-14.09,-4.34,-13.34,0.0,从未跌破（观测期内）,2026-06-17
605277,新亚电子,69.29,True,18.15,18.62,4,9.58,-11.13,-2.88,-2.53,0.0,从未跌破（观测期内）,2026-06-17
600794,保税科技,36.48,True,3.04,3.2,0,-2.6,-7.65,-4.88,-4.93,0.0,从未跌破（观测期内）,2026-06-17
603895,天永智能,32.6,True,30.16,34.56,11,23.14,-16.4,-1.02,-12.73,0.0,从未跌破（观测期内）,2026-06-17
000555,神州信息,109.74,True,11.26,12.39,1,0.51,-16.33,-8.04,-9.12,0.0,从未跌破（观测期内）,2026-06-17
603879,永悦科技,16.49,True,4.59,5.02,0,-1.3,-12.73,-7.75,-8.57,0.0,从未跌破（观测期内）,2026-06-17
600783,鲁信创投,148.35,True,19.93,22.4,9,8.22,-11.04,-0.91,-11.04,0.0,从未跌破（观测期内）,2026-06-17
603778,国晟科技,106.97,True,16.64,18.98,1,0.34,-28.07,-12.75,-12.34,0.0,从未跌破（观测期内）,2026-06-17
600776,东方通信,150.09,True,15.7,15.53,5,5.86,-12.95,-4.78,1.08,0.0,从未跌破（观测期内）,2026-06-17
600756,浪潮软件,44.89,True,13.85,14.18,0,-1.28,-12.48,-7.91,-2.34,0.0,从未跌破（观测期内）,2026-06-17
000572,海马汽车,67.5,True,4.11,4.45,0,-5.68,-12.54,-9.67,-7.73,0.0,从未跌破（观测期内）,2026-06-17
000551,创元科技,73.7,True,15.21,15.7,5,10.38,-12.03,-2.98,-3.11,0.0,从未跌破（观测期内）,2026-06-17
600751,海航科技,81.31,True,3.16,3.25,0,-1.45,-12.09,-7.21,-2.72,0.0,从未跌破（观测期内）,2026-06-17
