code,name,market_cap,is_tech,latest_close,latest_ma20,days_above_ma20,max_distance_above_ma20_pct,min_distance_above_ma20_pct,avg_distance_above_ma20_pct,latest_distance_above_ma20_pct,ma20_strength_score,last_breach_date,latest_date,rsi,volume_price_corr,volume_change_22d,volatility_20d,volume_price_score,rsi_score,volatility_score,composite_score,trend_score,trend_normalized,trend_phase,daily_trend_score,weekly_trend_score,monthly_trend_score
002768,国恩股份,155.18,True,60.01,52.53,20,19.92,-3.02,9.97,14.24,0.8174,2026-06-09,2026-07-08,67.4,0.8277,4.3491,0.5036,0.8966,0.7245,0.1606,0.7823,0.8641,0.9321,多周期共振看多 ⬆⬆⬆,0.848,0.6098,0.5625
002422,科伦药业,545.16,True,41.98,39.34,21,26.76,-1.1,7.92,6.7,0.6997,2026-06-26,2026-07-08,63.45,0.9399,1.4074,0.7602,0.9639,0.8122,0.0,0.7492,0.7974,0.8987,多周期共振看多 ⬆⬆⬆,0.782,0.5872,0.495
603261,立航科技,42.24,True,54.5,46.08,17,45.53,-7.61,15.8,18.28,0.7705,2026-06-11,2026-07-08,66.98,0.7308,12.2033,0.9193,0.8385,0.7338,0.0,0.7456,0.8936,0.9468,多周期共振看多 ⬆⬆⬆,0.7707,0.7408,0.5625
605208,永茂泰,58.37,True,17.69,15.98,20,10.7,-4.44,5.12,10.7,0.7271,2026-06-29,2026-07-08,64.73,0.6814,1.3429,0.5281,0.8088,0.7837,0.1198,0.745,0.8848,0.9424,多周期共振看多 ⬆⬆⬆,0.8345,0.6669,0.5625
002141,贤丰控股,57.84,True,5.6,4.71,18,47.92,-12.26,18.97,18.98,0.7864,2026-06-12,2026-07-08,63.31,0.8317,10.748,1.1772,0.899,0.8154,0.0,0.7432,0.6414,0.8207,多周期共振看多 ⬆⬆⬆,0.674,0.2694,0.5625
603991,领先股份,135.98,True,151.87,133.59,19,27.17,-12.55,10.27,13.68,0.8023,2026-06-10,2026-07-08,73.8,0.8004,2.1008,0.7697,0.8802,0.5823,0.0,0.7358,0.854,0.927,多周期共振看多 ⬆⬆⬆,0.7145,0.7021,0.5625
600360,华微电子,143.76,True,14.97,13.19,16,17.23,-9.42,6.32,13.46,0.6625,2026-06-16,2026-07-08,66.47,0.917,0.7138,0.8249,0.9502,0.7451,0.0,0.7341,0.868,0.934,多周期共振看多 ⬆⬆⬆,0.6943,0.75,0.5625
600172,黄河旋风,224.49,True,17.59,15.58,18,30.25,-6.25,11.08,12.93,0.7864,2026-06-15,2026-07-08,65.78,0.6038,0.382,0.9446,0.7151,0.7604,0.0,0.7242,0.8501,0.925,多周期共振看多 ⬆⬆⬆,0.713,0.6946,0.5625
002185,华天科技,716.7,True,21.57,19.94,17,19.89,-8.33,6.37,8.19,0.6343,2026-06-15,2026-07-08,60.57,0.8593,0.6424,0.7713,0.9156,0.8762,0.0,0.7237,0.7513,0.8757,多周期共振看多 ⬆⬆⬆,0.5385,0.6271,0.5625
002821,凯莱英,474.08,True,149.53,138.81,14,36.13,-6.63,10.87,7.72,0.6658,2026-06-17,2026-07-08,67.28,0.8858,1.1491,0.7858,0.9315,0.7272,0.0,0.7199,0.7983,0.8992,多周期共振看多 ⬆⬆⬆,0.548,0.7223,0.5625
603061,金海通,385.6,True,443.22,399.66,20,45.27,-6.84,16.2,10.9,0.8182,2026-06-09,2026-07-08,67.84,0.6576,0.1131,0.8072,0.6398,0.7146,0.0,0.7179,0.8987,0.9494,多周期共振看多 ⬆⬆⬆,0.773,0.75,0.5625
002653,海思科,0.0,True,65.93,58.82,14,45.23,-8.76,11.18,12.09,0.7227,2026-06-18,2026-07-08,68.55,0.9407,2.6263,0.8708,0.9644,0.6989,0.0,0.7177,0.6252,0.8126,多周期共振看多 ⬆⬆⬆,0.527,0.4273,0.495
002674,兴业科技,85.28,True,29.15,23.08,22,70.87,3.38,26.61,26.29,0.85,2026-05-12,2026-07-08,71.48,0.5033,3.5177,1.1527,0.702,0.6338,0.0,0.7172,0.8137,0.9068,多周期共振看多 ⬆⬆⬆,0.7955,0.544,0.5625
002990,盛视科技,96.32,True,69.79,63.05,16,42.8,-19.64,12.67,10.7,0.7545,2026-06-15,2026-07-08,68.03,0.5845,1.1224,0.8649,0.7507,0.7104,0.0,0.7092,0.8094,0.9047,多周期共振看多 ⬆⬆⬆,0.5765,0.7223,0.5625
002860,星帅尔,54.07,True,15.72,14.44,17,24.79,-8.42,5.02,8.83,0.6166,2026-06-12,2026-07-08,60.96,0.8579,0.6732,0.6482,0.9148,0.8675,0.0,0.7064,0.6666,0.8333,多周期共振看多 ⬆⬆⬆,0.6687,0.5544,0.3375
603269,海鸥股份,74.68,True,17.29,16.4,16,11.29,-2.98,3.07,5.44,0.4841,2026-07-03,2026-07-08,54.12,0.8325,1.3804,0.7416,0.8995,0.9805,0.0,0.7033,0.8493,0.9246,多周期共振看多 ⬆⬆⬆,0.6681,0.7315,0.5625
603726,朗迪集团,56.22,True,30.45,29.87,17,24.63,-12.05,6.82,1.94,0.4894,2026-06-12,2026-07-08,55.37,0.8315,0.5098,0.7642,0.8989,0.9918,0.0,0.7021,0.8139,0.9069,多周期共振看多 ⬆⬆⬆,0.6868,0.6375,0.5625
002371,北方华创,5817.7,True,802.32,765.84,19,30.77,-5.98,11.23,4.76,0.6714,2026-06-10,2026-07-08,63.39,0.594,0.8316,0.5763,0.7564,0.8135,0.0395,0.7018,0.785,0.8925,多周期共振看多 ⬆⬆⬆,0.5245,0.7131,0.5625
603155,新亚强,81.13,True,25.69,25.14,22,30.25,0.6,13.91,2.17,0.6542,2026-06-02,2026-07-08,51.81,0.4823,1.2534,1.1499,0.6894,0.9291,0.0,0.7017,0.8258,0.9129,多周期共振看多 ⬆⬆⬆,0.782,0.5821,0.5625
003043,华亚智能,91.9,True,98.45,89.03,22,30.27,7.1,17.91,10.58,0.85,2026-06-02,2026-07-08,64.76,0.4461,-0.0515,0.8549,0.447,0.7831,0.0,0.7005,0.9092,0.9546,多周期共振看多 ⬆⬆⬆,0.8,0.75,0.5625
600206,有研新材,456.97,True,53.98,49.3,20,68.64,-6.63,29.57,9.49,0.8055,2026-06-09,2026-07-08,64.3,0.3005,1.1331,1.048,0.5803,0.7933,0.0,0.7,0.7867,0.8933,多周期共振看多 ⬆⬆⬆,0.529,0.7131,0.5625
603065,宿迁联盛,91.8,True,21.91,17.43,22,68.7,12.98,41.74,25.72,0.85,2026-06-02,2026-07-08,73.32,0.4447,1.1575,0.9486,0.6668,0.5928,0.0,0.6996,0.7788,0.8894,多周期共振看多 ⬆⬆⬆,0.8515,0.4194,0.5625
002457,青龙管业,51.59,True,15.48,13.1,18,18.13,-4.35,4.12,18.13,0.6395,2026-06-30,2026-07-08,66.95,0.8404,1.614,0.7154,0.9043,0.7345,0.0,0.6992,0.7308,0.8654,多周期共振看多 ⬆⬆⬆,0.7835,0.5521,0.3825
000021,深科技,804.87,True,51.13,49.34,19,46.22,-6.54,14.62,3.62,0.6427,2026-06-12,2026-07-08,60.82,0.866,0.1967,0.8816,0.7983,0.8708,0.0,0.6987,0.7246,0.8623,多周期共振看多 ⬆⬆⬆,0.47,0.6271,0.5625
600366,宁波韵升,171.45,True,15.6,14.86,21,17.59,-1.1,8.75,4.97,0.6769,2026-06-08,2026-07-08,59.16,0.6457,1.2164,0.7766,0.7874,0.9075,0.0,0.6975,0.6066,0.8033,多周期共振看多 ⬆⬆⬆,0.746,0.4237,0.27
603661,恒林股份,59.34,True,42.67,37.19,19,15.58,-4.9,6.94,14.73,0.7257,2026-06-24,2026-07-08,67.51,0.5992,0.6228,0.8822,0.7595,0.7221,0.0,0.6959,0.7436,0.8718,多周期共振看多 ⬆⬆⬆,0.7692,0.4125,0.5625
000811,冰轮环境,490.18,True,50.1,45.16,17,49.99,-11.62,19.52,10.93,0.7705,2026-06-12,2026-07-08,68.86,0.483,1.0992,0.9529,0.6898,0.692,0.0,0.6936,0.7655,0.8827,多周期共振看多 ⬆⬆⬆,0.4423,0.7408,0.5625
002167,东方锆业,152.5,True,20.1,19.48,21,48.44,-2.16,22.52,3.18,0.6637,2026-06-08,2026-07-08,61.95,0.6296,0.2867,1.0997,0.6924,0.8455,0.0,0.6885,0.793,0.8965,多周期共振看多 ⬆⬆⬆,0.7775,0.514,0.5625
