code,name,market_cap,is_tech,latest_close,latest_ma20,days_above_ma20,max_distance_above_ma20_pct,min_distance_above_ma20_pct,avg_distance_above_ma20_pct,latest_distance_above_ma20_pct,ma20_strength_score,last_breach_date,latest_date
605178,时空科技,62.55,True,63.13,64.71,1,0.55,-13.83,-4.6,-2.45,0.0,从未跌破（观测期内）,2026-06-16
605180,华生科技,23.64,True,13.99,14.1,4,4.52,-12.39,-4.94,-0.82,0.0,从未跌破（观测期内）,2026-06-16
605228,神通科技,62.31,True,13.06,13.2,4,1.52,-10.37,-4.99,-1.09,0.0,从未跌破（观测期内）,2026-06-16
002562,兄弟科技,39.37,True,4.84,5.02,0,-0.64,-11.1,-6.85,-3.51,0.0,从未跌破（观测期内）,2026-06-16
002564,天沃科技,41.4,True,4.82,5.18,0,-3.05,-13.72,-9.28,-6.95,0.0,从未跌破（观测期内）,2026-06-16
002590,万安科技,55.48,True,11.21,11.92,7,7.02,-11.24,-2.74,-5.94,0.0,从未跌破（观测期内）,2026-06-16
002594,比亚迪,3125.4,True,89.64,93.37,0,-0.03,-6.46,-3.49,-3.99,0.0,从未跌破（观测期内）,2026-06-16
000555,神州信息,111.21,True,11.41,12.5,1,0.51,-16.33,-7.89,-8.76,0.0,从未跌破（观测期内）,2026-06-16
000551,创元科技,74.57,True,15.39,15.82,6,10.84,-12.03,-2.35,-2.75,0.0,从未跌破（观测期内）,2026-06-16
603607,京华激光,36.94,True,20.69,21.79,5,5.66,-8.45,-3.07,-5.07,0.0,从未跌破（观测期内）,2026-06-16
002595,豪迈科技,553.99,True,48.09,52.26,0,-4.47,-10.34,-6.87,-7.98,0.0,从未跌破（观测期内）,2026-06-16
603626,科森科技,120.96,True,21.8,24.03,7,9.29,-14.03,-4.61,-9.28,0.0,从未跌破（观测期内）,2026-06-16
603636,南威软件,55.77,True,9.61,9.63,6,25.56,-16.74,-4.03,-0.24,0.0,从未跌破（观测期内）,2026-06-16
000586,汇源通信,30.15,True,15.77,16.52,2,6.98,-17.31,-7.8,-4.53,0.0,从未跌破（观测期内）,2026-06-16
603655,朗博科技,34.24,True,32.05,36.29,0,-3.04,-14.74,-9.65,-11.69,0.0,从未跌破（观测期内）,2026-06-16
002813,路畅科技,25.22,True,21.04,22.53,0,-4.26,-12.17,-8.2,-6.63,0.0,从未跌破（观测期内）,2026-06-16
002339,积成电子,38.11,True,7.96,8.45,0,-2.82,-13.62,-9.16,-5.8,0.0,从未跌破（观测期内）,2026-06-16
002366,融发核电,115.46,True,6.24,6.57,2,1.46,-14.06,-7.36,-5.04,0.0,从未跌破（观测期内）,2026-06-16
002796,世嘉科技,96.18,True,42.24,46.42,0,-0.89,-17.06,-9.82,-9.01,0.0,从未跌破（观测期内）,2026-06-16
002369,卓翼科技,34.65,True,6.12,6.44,0,-0.23,-11.95,-6.94,-4.98,0.0,从未跌破（观测期内）,2026-06-16
002373,千方科技,105.25,True,7.64,7.95,0,-3.77,-11.07,-6.99,-3.86,0.0,从未跌破（观测期内）,2026-06-16
002442,龙星科技,25.42,True,5.16,6.09,7,28.44,-18.41,-4.01,-15.21,0.0,从未跌破（观测期内）,2026-06-16
002420,毅昌科技,23.23,True,5.74,6.02,0,-4.71,-13.22,-9.23,-4.71,0.0,从未跌破（观测期内）,2026-06-16
002444,巨星科技,351.13,True,30.62,32.08,2,1.8,-6.64,-3.62,-4.55,0.0,从未跌破（观测期内）,2026-06-16
002855,捷荣技术,27.55,True,11.19,11.53,4,2.01,-10.92,-4.28,-2.95,0.0,从未跌破（观测期内）,2026-06-16
002866,传艺科技,33.36,True,18.41,19.74,0,-4.84,-15.73,-12.72,-6.74,0.0,从未跌破（观测期内）,2026-06-16
002877,智能自控,19.1,True,7.94,8.3,3,2.57,-11.41,-4.8,-4.34,0.0,从未跌破（观测期内）,2026-06-16
002879,长缆科技,20.49,True,14.94,15.66,0,-4.57,-11.96,-9.33,-4.57,0.0,从未跌破（观测期内）,2026-06-16
002888,惠威科技,14.46,True,19.3,19.96,5,23.86,-13.54,-1.5,-3.31,0.0,从未跌破（观测期内）,2026-06-16
002908,德生科技,23.01,True,7.15,7.47,0,-2.45,-9.63,-6.3,-4.33,0.0,从未跌破（观测期内）,2026-06-16
002920,德赛西威,528.79,True,88.63,98.66,6,6.28,-15.36,-4.63,-10.17,0.0,从未跌破（观测期内）,2026-06-16
002921,联诚精密,30.98,True,24.12,25.94,3,3.98,-15.56,-8.06,-7.0,0.0,从未跌破（观测期内）,2026-06-16
002976,瑞玛精密,25.37,True,27.09,32.99,11,14.75,-17.89,0.0,-17.89,0.0,从未跌破（观测期内）,2026-06-16
003007,直真科技,29.73,True,40.96,43.28,6,12.88,-16.66,-7.21,-5.35,0.0,从未跌破（观测期内）,2026-06-16
003027,同兴科技,21.01,True,20.04,21.67,1,0.74,-14.12,-7.04,-7.54,0.0,从未跌破（观测期内）,2026-06-16
002250,联化科技,125.12,True,13.98,14.34,0,-0.71,-11.1,-6.27,-2.52,0.0,从未跌破（观测期内）,2026-06-16
002261,拓维信息,343.95,True,30.01,30.38,0,-0.96,-14.73,-7.78,-1.2,0.0,从未跌破（观测期内）,2026-06-16
002265,建设工业,202.17,True,19.57,20.68,1,0.02,-10.6,-5.86,-5.39,0.0,从未跌破（观测期内）,2026-06-16
002279,久其软件,54.09,True,6.8,6.99,1,1.3,-11.44,-5.25,-2.74,0.0,从未跌破（观测期内）,2026-06-16
002283,天润工业,96.77,True,9.65,10.86,8,9.75,-19.04,-4.91,-11.17,0.0,从未跌破（观测期内）,2026-06-16
002291,遥望科技,47.28,True,5.44,5.82,3,4.02,-14.22,-7.2,-6.51,0.0,从未跌破（观测期内）,2026-06-16
002296,辉煌科技,33.62,True,9.55,10.02,1,0.29,-11.11,-6.86,-4.67,0.0,从未跌破（观测期内）,2026-06-16
000561,烽火电子,62.1,True,8.0,8.25,0,-3.0,-11.96,-7.57,-3.0,0.0,从未跌破（观测期内）,2026-06-16
002306,ST云网,17.31,True,2.13,2.16,3,2.74,-8.33,-3.4,-1.37,0.0,从未跌破（观测期内）,2026-06-16
002313,日海智能,31.6,True,8.44,9.03,4,6.59,-11.82,-5.22,-6.52,0.0,从未跌破（观测期内）,2026-06-16
002331,皖通科技,33.4,True,8.28,8.74,3,5.21,-10.86,-4.68,-5.22,0.0,从未跌破（观测期内）,2026-06-16
002315,焦点科技,65.54,True,24.93,26.88,0,-0.43,-13.32,-8.16,-7.25,0.0,从未跌破（观测期内）,2026-06-16
002337,赛象科技,29.28,True,4.98,5.26,0,-3.91,-11.0,-7.37,-5.24,0.0,从未跌破（观测期内）,2026-06-16
003028,振邦智能,17.95,True,25.45,26.98,7,10.3,-11.08,-3.37,-5.68,0.0,从未跌破（观测期内）,2026-06-16
600052,东望时代,33.94,True,4.02,4.13,6,6.99,-13.11,-4.55,-2.65,0.0,从未跌破（观测期内）,2026-06-16
002335,科华数据,257.49,True,39.03,39.86,3,3.17,-15.51,-6.96,-2.09,0.0,从未跌破（观测期内）,2026-06-16
600072,中船科技,106.38,True,9.82,10.97,0,-0.88,-17.51,-10.97,-10.49,0.0,从未跌破（观测期内）,2026-06-16
600081,东风科技,57.68,True,10.43,10.91,6,7.71,-10.9,-4.59,-4.39,0.0,从未跌破（观测期内）,2026-06-16
600152,维科技术,59.89,True,11.32,11.73,0,-3.51,-15.43,-9.72,-3.51,0.0,从未跌破（观测期内）,2026-06-16
600155,华创云信,122.85,True,5.55,5.61,0,-1.07,-8.7,-5.52,-1.07,0.0,从未跌破（观测期内）,2026-06-16
600166,福田汽车,245.44,True,3.1,3.05,3,3.92,-12.37,-6.76,1.51,0.0,从未跌破（观测期内）,2026-06-16
600239,ST云城,22.96,True,1.43,1.47,0,-1.3,-19.29,-8.44,-2.99,0.0,从未跌破（观测期内）,2026-06-16
600241,时代万恒,21.43,True,7.28,7.8,0,-6.51,-13.29,-9.74,-6.64,0.0,从未跌破（观测期内）,2026-06-16
600271,航天信息,131.74,True,7.11,7.44,0,-1.24,-10.01,-6.67,-4.4,0.0,从未跌破（观测期内）,2026-06-16
600288,大恒科技,57.22,True,13.1,13.34,0,-1.77,-10.81,-6.34,-1.77,0.0,从未跌破（观测期内）,2026-06-16
600335,国机汽车,77.94,True,5.24,5.47,0,-0.44,-7.7,-4.68,-4.28,0.0,从未跌破（观测期内）,2026-06-16
600363,联创光电,159.03,True,35.27,36.49,0,-3.35,-18.11,-12.83,-3.35,0.0,从未跌破（观测期内）,2026-06-16
600375,汉马科技,61.87,True,4.23,4.27,1,0.87,-13.46,-9.32,-0.84,0.0,从未跌破（观测期内）,2026-06-16
600391,航发科技,114.22,True,34.6,36.29,6,8.53,-20.09,-7.09,-4.65,0.0,从未跌破（观测期内）,2026-06-16
600418,江淮汽车,722.69,True,33.09,36.76,0,-1.28,-21.45,-14.18,-9.98,0.0,从未跌破（观测期内）,2026-06-16
002153,石基信息,123.98,True,7.75,8.29,0,-4.59,-13.32,-8.84,-6.46,0.0,从未跌破（观测期内）,2026-06-16
002157,正邦科技,238.3,True,3.06,3.14,2,0.51,-7.5,-3.86,-2.64,0.0,从未跌破（观测期内）,2026-06-16
002178,延华智能,37.94,True,5.33,5.67,6,5.91,-8.0,-2.25,-6.04,0.0,从未跌破（观测期内）,2026-06-16
002180,奔图科技,189.76,True,13.95,15.8,0,-1.65,-13.83,-8.27,-11.69,0.0,从未跌破（观测期内）,2026-06-16
002195,岩山科技,406.59,True,7.24,7.56,0,-2.9,-12.99,-8.33,-4.3,0.0,从未跌破（观测期内）,2026-06-16
002197,证通电子,33.48,True,6.27,6.69,1,1.48,-16.02,-9.79,-6.24,0.0,从未跌破（观测期内）,2026-06-16
002202,金风科技,732.24,True,21.77,23.17,0,-2.84,-11.82,-7.71,-6.06,0.0,从未跌破（观测期内）,2026-06-16
002230,科大讯飞,903.74,True,41.28,45.97,5,2.96,-13.56,-4.15,-10.2,0.0,从未跌破（观测期内）,2026-06-16
002232,启明信息,62.14,True,15.21,15.93,2,0.95,-12.32,-6.33,-4.5,0.0,从未跌破（观测期内）,2026-06-16
002236,大华股份,392.38,True,16.41,16.88,3,0.5,-7.21,-3.05,-2.78,0.0,从未跌破（观测期内）,2026-06-16
002241,歌尔股份,733.94,True,23.35,25.13,11,10.75,-11.01,-0.87,-7.1,0.0,从未跌破（观测期内）,2026-06-16
600480,凌云股份,122.53,True,10.1,10.61,8,6.81,-11.79,-2.25,-4.79,0.0,从未跌破（观测期内）,2026-06-16
600528,中铁工业,157.51,True,7.09,7.31,0,-1.43,-6.19,-3.64,-3.05,0.0,从未跌破（观测期内）,2026-06-16
600536,中国软件,241.96,True,28.68,35.9,3,5.01,-20.12,-6.25,-20.12,0.0,从未跌破（观测期内）,2026-06-16
600551,时代出版,49.97,True,7.37,7.44,3,2.13,-9.3,-4.4,-0.89,0.0,从未跌破（观测期内）,2026-06-16
600562,国睿科技,271.72,True,21.88,23.02,0,-4.93,-12.06,-9.02,-4.93,0.0,从未跌破（观测期内）,2026-06-16
600570,恒生电子,427.59,True,22.58,23.81,1,0.28,-13.89,-6.47,-5.16,0.0,从未跌破（观测期内）,2026-06-16
600586,金晶科技,69.17,True,4.88,5.1,0,-0.16,-12.73,-6.32,-4.27,0.0,从未跌破（观测期内）,2026-06-16
600588,用友网络,339.99,True,9.95,10.63,0,-0.16,-11.17,-5.87,-6.41,0.0,从未跌破（观测期内）,2026-06-16
600589,大位科技,148.14,True,10.02,10.94,6,15.35,-17.22,-5.4,-8.4,0.0,从未跌破（观测期内）,2026-06-16
600590,泰豪科技,100.38,True,11.9,13.16,0,-1.54,-15.69,-10.4,-9.58,0.0,从未跌破（观测期内）,2026-06-16
600602,云赛智联,191.87,True,17.86,18.83,1,2.01,-16.45,-9.79,-5.16,0.0,从未跌破（观测期内）,2026-06-16
600609,金杯汽车,44.49,True,3.41,3.56,0,-1.92,-8.94,-6.19,-4.35,0.0,从未跌破（观测期内）,2026-06-16
600617,国新能源,53.8,True,3.03,3.4,8,10.5,-11.7,-2.94,-10.75,0.0,从未跌破（观测期内）,2026-06-16
600658,电子城,48.32,True,4.32,4.64,2,1.8,-10.65,-6.28,-6.89,0.0,从未跌破（观测期内）,2026-06-16
600686,金龙汽车,93.14,True,12.99,13.41,1,1.77,-11.12,-7.57,-3.1,0.0,从未跌破（观测期内）,2026-06-16
600691,潞化科技,61.77,True,2.6,2.7,0,-3.05,-11.74,-7.11,-3.77,0.0,从未跌破（观测期内）,2026-06-16
600699,均胜电子,337.14,True,24.88,27.08,7,9.18,-15.82,-4.86,-8.13,0.0,从未跌破（观测期内）,2026-06-16
600725,云维股份,44.62,True,3.62,3.92,2,0.38,-7.55,-2.89,-7.55,0.0,从未跌破（观测期内）,2026-06-16
600728,佳都科技,98.95,True,4.64,4.88,1,0.92,-10.56,-6.6,-4.99,0.0,从未跌破（观测期内）,2026-06-16
600741,华域汽车,519.88,True,16.49,16.85,1,0.82,-8.75,-4.52,-2.11,0.0,从未跌破（观测期内）,2026-06-16
600751,海航科技,82.08,True,3.19,3.28,0,-1.45,-12.09,-7.16,-2.6,0.0,从未跌破（观测期内）,2026-06-16
600756,浪潮软件,43.69,True,13.48,14.28,0,-1.28,-12.48,-7.95,-5.62,0.0,从未跌破（观测期内）,2026-06-16
600783,鲁信创投,155.2,True,20.85,22.58,9,8.22,-8.09,-0.42,-7.67,0.0,从未跌破（观测期内）,2026-06-16
600794,保税科技,37.44,True,3.12,3.21,0,-2.6,-7.65,-4.82,-2.94,0.0,从未跌破（观测期内）,2026-06-16
600831,广电网络,23.11,True,3.25,3.69,8,16.48,-14.09,-3.41,-11.85,0.0,从未跌破（观测期内）,2026-06-16
600844,金煤科技,22.79,True,2.77,3.0,0,-0.37,-11.97,-8.2,-7.56,0.0,从未跌破（观测期内）,2026-06-16
600845,宝信软件,387.54,True,18.16,20.18,3,4.45,-14.79,-8.12,-10.0,0.0,从未跌破（观测期内）,2026-06-16
600846,同济科技,61.23,True,9.8,11.29,2,0.74,-13.8,-6.76,-13.2,0.0,从未跌破（观测期内）,2026-06-16
600866,星湖科技,60.15,True,4.79,4.99,0,-4.01,-12.46,-9.62,-4.01,0.0,从未跌破（观测期内）,2026-06-16
600877,电科芯片,164.82,True,13.92,14.57,0,-2.1,-14.75,-8.4,-4.49,0.0,从未跌破（观测期内）,2026-06-16
600879,航天电子,664.15,True,20.13,20.86,1,0.71,-17.53,-7.95,-3.49,0.0,从未跌破（观测期内）,2026-06-16
600883,博闻科技,18.37,True,7.78,8.39,6,7.62,-9.23,-3.85,-7.28,0.0,从未跌破（观测期内）,2026-06-16
600960,渤海汽车,39.35,True,4.14,4.4,0,-3.23,-10.51,-6.44,-6.01,0.0,从未跌破（观测期内）,2026-06-16
600980,北矿科技,40.98,True,21.65,21.46,2,0.89,-9.55,-4.32,0.89,0.0,从未跌破（观测期内）,2026-06-16
600990,四创电子,51.7,True,19.22,19.35,0,-0.69,-12.04,-8.14,-0.69,0.0,从未跌破（观测期内）,2026-06-16
600995,南网储能,429.54,True,13.44,14.43,9,11.26,-10.54,-1.12,-6.83,0.0,从未跌破（观测期内）,2026-06-16
002063,远光软件,94.3,True,5.33,5.81,2,3.12,-13.58,-5.97,-8.33,0.0,从未跌破（观测期内）,2026-06-16
002065,东华软件,212.28,True,7.3,7.51,1,0.89,-11.0,-6.21,-2.83,0.0,从未跌破（观测期内）,2026-06-16
002066,瑞泰科技,51.51,True,22.3,24.19,9,13.93,-9.3,-0.66,-7.82,0.0,从未跌破（观测期内）,2026-06-16
002090,金智科技,38.12,True,9.65,10.3,4,3.47,-12.81,-4.91,-6.34,0.0,从未跌破（观测期内）,2026-06-16
002465,海格通信,344.43,True,13.9,15.53,6,8.45,-13.93,-3.43,-10.48,0.0,从未跌破（观测期内）,2026-06-16
002474,榕基软件,36.91,True,6.98,7.21,5,10.71,-14.6,-4.08,-3.13,0.0,从未跌破（观测期内）,2026-06-16
002517,恺英网络,278.26,True,14.73,15.46,0,-1.87,-10.76,-7.23,-4.72,0.0,从未跌破（观测期内）,2026-06-16
002519,银河电子,72.2,True,6.46,6.73,0,-2.87,-15.11,-10.16,-3.99,0.0,从未跌破（观测期内）,2026-06-16
002539,云图控股,108.82,True,12.03,12.22,1,0.5,-11.69,-7.93,-1.53,0.0,从未跌破（观测期内）,2026-06-16
002540,亚太科技,44.54,True,5.19,5.41,0,-2.67,-7.95,-5.37,-3.99,0.0,从未跌破（观测期内）,2026-06-16
002544,普天科技,137.11,True,20.15,21.43,0,-2.53,-16.62,-10.79,-5.98,0.0,从未跌破（观测期内）,2026-06-16
002546,新联电子,56.17,True,7.01,7.34,0,-0.43,-13.6,-7.48,-4.56,0.0,从未跌破（观测期内）,2026-06-16
002558,巨人网络,461.45,True,24.28,25.59,0,-5.11,-13.82,-10.31,-5.11,0.0,从未跌破（观测期内）,2026-06-16
002649,博彦科技,48.11,True,8.97,9.57,0,-2.51,-11.54,-6.85,-6.32,0.0,从未跌破（观测期内）,2026-06-16
002681,奋达科技,77.99,True,4.97,5.32,10,8.79,-10.95,-1.65,-6.49,0.0,从未跌破（观测期内）,2026-06-16
002715,登云股份,19.98,True,14.48,15.67,4,4.3,-10.51,-5.14,-7.6,0.0,从未跌破（观测期内）,2026-06-16
002765,蓝黛科技,48.03,True,8.06,8.32,0,-2.91,-12.35,-8.09,-3.11,0.0,从未跌破（观测期内）,2026-06-16
002767,先锋电子,23.33,True,17.92,18.2,0,-0.1,-11.7,-5.82,-1.52,0.0,从未跌破（观测期内）,2026-06-16
002093,国脉科技,71.94,True,7.14,7.32,0,-2.48,-10.35,-7.86,-2.48,0.0,从未跌破（观测期内）,2026-06-16
002097,山河智能,88.38,True,8.24,8.6,0,-3.95,-10.59,-7.39,-4.15,0.0,从未跌破（观测期内）,2026-06-16
002112,三变科技,47.33,True,18.06,18.06,0,-0.01,-12.95,-7.73,-0.01,0.0,从未跌破（观测期内）,2026-06-16
002115,三维通信,89.96,True,11.96,12.36,2,2.24,-13.17,-7.6,-3.27,0.0,从未跌破（观测期内）,2026-06-16
002121,科陆电子,86.35,True,6.14,7.15,10,16.16,-19.03,-1.84,-14.09,0.0,从未跌破（观测期内）,2026-06-16
002123,梦网科技,56.85,True,7.89,8.47,3,5.23,-15.62,-7.9,-6.85,0.0,从未跌破（观测期内）,2026-06-16
002140,东华科技,71.7,True,10.14,10.18,0,-0.4,-12.41,-6.86,-0.4,0.0,从未跌破（观测期内）,2026-06-16
002148,北纬科技,28.62,True,6.37,6.72,1,1.77,-13.3,-8.38,-5.19,0.0,从未跌破（观测期内）,2026-06-16
601016,节能风电,245.76,True,4.07,4.54,8,8.85,-16.41,-4.43,-10.26,0.0,从未跌破（观测期内）,2026-06-16
601218,吉鑫科技,47.29,True,4.88,5.19,0,-3.54,-14.45,-10.43,-5.97,0.0,从未跌破（观测期内）,2026-06-16
601279,英利汽车,53.76,True,3.39,3.55,0,-1.76,-6.9,-4.91,-4.57,0.0,从未跌破（观测期内）,2026-06-16
601615,明阳智能,286.31,True,12.66,15.01,8,14.16,-23.23,-6.46,-15.68,0.0,从未跌破（观测期内）,2026-06-16
601633,长城汽车,1076.71,True,17.31,17.22,4,2.68,-10.36,-6.07,0.52,0.0,从未跌破（观测期内）,2026-06-16
601777,千里科技,434.03,True,9.6,10.7,7,8.36,-17.92,-4.95,-10.28,0.0,从未跌破（观测期内）,2026-06-16
601778,晶科科技,189.5,True,5.09,5.68,0,-4.33,-19.95,-11.86,-10.36,0.0,从未跌破（观测期内）,2026-06-16
603007,顺景科技,39.41,True,5.67,6.09,3,19.84,-18.87,-8.2,-6.9,0.0,从未跌破（观测期内）,2026-06-16
603009,北特科技,147.11,True,43.47,49.97,9,17.66,-16.1,-1.71,-13.01,0.0,从未跌破（观测期内）,2026-06-16
603025,大豪科技,165.71,True,14.94,15.38,6,2.74,-11.96,-3.84,-2.84,0.0,从未跌破（观测期内）,2026-06-16
603062,麦加芯彩,15.37,True,41.46,44.42,0,-0.25,-14.66,-9.16,-6.67,0.0,从未跌破（观测期内）,2026-06-16
603082,北自科技,14.4,True,35.51,37.33,7,36.55,-17.37,-0.74,-4.87,0.0,从未跌破（观测期内）,2026-06-16
603089,正裕工业,22.92,True,9.55,10.32,0,-1.87,-10.17,-6.5,-7.5,0.0,从未跌破（观测期内）,2026-06-16
603095,越剑智能,46.95,True,18.18,19.41,2,2.17,-15.43,-9.68,-6.32,0.0,从未跌破（观测期内）,2026-06-16
001379,腾达科技,11.64,True,17.29,18.74,0,-0.15,-12.68,-8.06,-7.75,0.0,从未跌破（观测期内）,2026-06-16
001380,华纬科技,38.91,True,16.72,17.74,6,3.41,-11.18,-4.97,-5.77,0.0,从未跌破（观测期内）,2026-06-16
001388,信通电子,9.29,True,29.79,33.2,3,2.26,-17.26,-8.38,-10.26,0.0,从未跌破（观测期内）,2026-06-16
001396,誉帆科技,8.82,True,39.7,43.27,3,6.31,-13.28,-7.04,-8.26,0.0,从未跌破（观测期内）,2026-06-16
001400,江顺科技,52.14,True,112.79,113.08,1,3.93,-17.95,-10.07,-0.25,0.0,从未跌破（观测期内）,2026-06-16
002006,精工科技,79.84,True,15.36,16.65,7,6.46,-14.01,-5.29,-7.73,0.0,从未跌破（观测期内）,2026-06-16
002030,达安基因,75.08,True,5.35,6.22,11,10.42,-17.02,-2.53,-13.94,0.0,从未跌破（观测期内）,2026-06-16
002031,巨轮智能,112.52,True,5.88,6.53,7,26.2,-16.91,-2.95,-10.01,0.0,从未跌破（观测期内）,2026-06-16
002050,三花智控,1662.31,True,45.12,48.13,8,10.3,-12.07,-2.0,-6.26,0.0,从未跌破（观测期内）,2026-06-16
002052,同洲电子,63.77,True,9.25,9.77,3,6.34,-14.01,-6.69,-5.35,0.0,从未跌破（观测期内）,2026-06-16
002053,云南能投,97.5,True,10.59,11.3,6,5.16,-9.71,-3.03,-6.25,0.0,从未跌破（观测期内）,2026-06-16
603101,汇嘉时代,32.41,True,6.89,7.31,0,-5.75,-17.88,-11.59,-5.75,0.0,从未跌破（观测期内）,2026-06-16
603105,芯能科技,39.0,True,7.8,8.55,0,-4.57,-13.73,-8.66,-8.74,0.0,从未跌破（观测期内）,2026-06-16
603106,恒银科技,37.74,True,7.25,7.68,0,-0.36,-11.64,-7.79,-5.54,0.0,从未跌破（观测期内）,2026-06-16
603138,海量数据,46.94,True,16.28,17.17,1,0.44,-13.87,-5.78,-5.17,0.0,从未跌破（观测期内）,2026-06-16
603151,邦基科技,20.98,True,12.26,13.2,0,-3.38,-13.86,-8.62,-7.14,0.0,从未跌破（观测期内）,2026-06-16
603160,汇顶科技,266.49,True,57.2,59.83,4,3.46,-16.08,-5.74,-4.39,0.0,从未跌破（观测期内）,2026-06-16
603192,汇得科技,26.6,True,19.08,19.86,0,-3.93,-10.58,-6.99,-3.93,0.0,从未跌破（观测期内）,2026-06-16
603197,保隆科技,61.7,True,29.03,31.17,6,2.65,-12.57,-5.65,-6.87,0.0,从未跌破（观测期内）,2026-06-16
001270,铖昌科技,249.53,True,121.84,137.27,2,9.59,-14.08,-5.19,-11.24,0.0,从未跌破（观测期内）,2026-06-16
001278,一彬科技,14.46,True,16.95,18.64,2,1.16,-15.55,-9.89,-9.09,0.0,从未跌破（观测期内）,2026-06-16
001283,豪鹏科技,54.82,True,53.02,54.82,8,10.69,-16.03,-3.28,-3.29,0.0,从未跌破（观测期内）,2026-06-16
001306,夏厦精密,9.55,True,61.64,64.85,6,5.47,-13.78,-5.05,-4.95,0.0,从未跌破（观测期内）,2026-06-16
001311,多利科技,32.49,True,18.34,20.45,0,-1.76,-12.2,-6.93,-10.33,0.0,从未跌破（观测期内）,2026-06-16
001324,长青科技,24.73,True,17.92,18.81,3,1.11,-10.63,-5.2,-4.73,0.0,从未跌破（观测期内）,2026-06-16
001336,楚环科技,12.03,True,24.39,26.69,6,7.89,-11.91,-5.35,-8.62,0.0,从未跌破（观测期内）,2026-06-16
603217,元利科技,50.57,True,24.3,26.12,2,5.07,-16.99,-7.96,-6.98,0.0,从未跌破（观测期内）,2026-06-16
603220,中贝通信,105.83,True,24.37,24.8,3,7.55,-21.45,-11.06,-1.74,0.0,从未跌破（观测期内）,2026-06-16
603227,雪峰科技,84.56,True,7.89,8.43,8,5.72,-8.21,-1.44,-6.45,0.0,从未跌破（观测期内）,2026-06-16
603232,格尔软件,38.23,True,16.53,19.23,11,15.14,-18.64,-1.78,-14.02,0.0,从未跌破（观测期内）,2026-06-16
603248,锡华科技,16.81,True,24.25,26.29,6,14.91,-15.83,-5.12,-7.77,0.0,从未跌破（观测期内）,2026-06-16
603258,电魂网络,31.69,True,13.13,13.98,0,-4.89,-13.68,-8.65,-6.05,0.0,从未跌破（观测期内）,2026-06-16
603273,天元智能,8.19,True,14.61,15.11,0,-2.06,-12.16,-8.07,-3.34,0.0,从未跌破（观测期内）,2026-06-16
603275,众辰科技,17.67,True,42.55,43.4,3,6.67,-14.52,-7.44,-1.95,0.0,从未跌破（观测期内）,2026-06-16
603286,日盈电子,65.89,True,56.69,60.45,7,6.61,-17.16,-5.76,-6.22,0.0,从未跌破（观测期内）,2026-06-16
603322,超讯通信,45.98,True,29.18,31.79,5,9.81,-16.05,-6.44,-8.22,0.0,从未跌破（观测期内）,2026-06-16
603325,博隆技术,19.43,True,56.85,57.33,7,3.51,-11.19,-4.68,-0.83,0.0,从未跌破（观测期内）,2026-06-16
603339,四方科技,39.67,True,12.82,13.05,1,1.67,-6.96,-2.61,-1.74,0.0,从未跌破（观测期内）,2026-06-16
603376,大明电子,8.59,True,26.83,28.77,4,3.71,-12.85,-5.16,-6.73,0.0,从未跌破（观测期内）,2026-06-16
603382,海阳科技,22.42,True,19.41,21.59,0,-1.92,-13.56,-9.56,-10.08,0.0,从未跌破（观测期内）,2026-06-16
603383,顶点软件,59.6,True,29.02,30.92,6,3.21,-12.19,-3.24,-6.14,0.0,从未跌破（观测期内）,2026-06-16
603496,恒为科技,74.13,True,23.15,24.24,2,3.5,-21.28,-12.61,-4.5,0.0,从未跌破（观测期内）,2026-06-16
000925,众合科技,57.18,True,8.52,8.2,2,3.93,-17.33,-7.66,3.93,0.0,从未跌破（观测期内）,2026-06-16
000930,中粮科技,90.4,True,4.87,5.06,0,-3.22,-11.19,-7.04,-3.84,0.0,从未跌破（观测期内）,2026-06-16
000938,紫光股份,765.93,True,26.78,27.87,3,3.82,-12.86,-6.88,-3.92,0.0,从未跌破（观测期内）,2026-06-16
000948,南天信息,49.19,True,12.64,13.26,0,-0.28,-9.41,-6.25,-4.71,0.0,从未跌破（观测期内）,2026-06-16
000973,佛塑科技,113.74,True,16.05,14.87,3,7.94,-18.93,-11.45,7.94,0.0,从未跌破（观测期内）,2026-06-16
603881,数据港,229.09,True,31.89,35.63,3,7.78,-15.99,-6.35,-10.49,0.0,从未跌破（观测期内）,2026-06-16
603895,天永智能,33.25,True,30.76,35.07,12,23.14,-16.4,0.58,-12.29,0.0,从未跌破（观测期内）,2026-06-16
603897,长城科技,79.58,True,38.55,44.89,5,9.59,-23.89,-9.42,-14.13,0.0,从未跌破（观测期内）,2026-06-16
605277,新亚电子,69.99,True,18.16,18.68,4,9.58,-11.13,-2.86,-2.77,0.0,从未跌破（观测期内）,2026-06-16
605377,华旺科技,45.76,True,8.22,8.65,0,-1.83,-9.74,-5.36,-4.96,0.0,从未跌破（观测期内）,2026-06-16
605378,野马电池,41.79,True,15.99,16.51,0,-3.13,-11.13,-8.3,-3.13,0.0,从未跌破（观测期内）,2026-06-16
605398,新炬网络,36.42,True,22.38,24.03,2,1.11,-14.06,-6.23,-6.86,0.0,从未跌破（观测期内）,2026-06-16
